,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
261,Martinelli\48a5a5d6,br BRA,MFFW,Arsenal,20-181,2001,5.8,2,13,3,23.1,2.26,0.52,0.15,0.67,12.6,0,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches
262,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-105,1992,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
263,Adam Masina\de0f152c,ma MAR,DF,Watford,27-348,1994,7.6,0,2,0,0.0,0.26,0.00,0.00,,13.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
264,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-039,1993,3.5,1,2,1,50.0,0.57,0.28,0.50,1.00,26.9,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
265,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-171,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,33-137,1988,5.3,0,5,1,20.0,0.95,0.19,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
267,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-130,1991,12.0,0,13,1,7.7,1.08,0.08,0.00,0.00,8.7,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
268,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-124,1996,11.3,6,26,8,30.8,2.30,0.71,0.19,0.63,15.2,0,1,1,4.8,4.1,0.16,+1.2,+0.9,Matches
269,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,22-131,1999,14.2,3,35,6,17.1,2.47,0.42,0.06,0.33,17.7,3,1,1,5.4,4.7,0.13,-2.4,-2.7,Matches
270,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-070,1987,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
271,James Mcatee\96593e89,eng ENG,FW,Manchester City,19-059,2002,0.0,0,1,0,0.0,22.50,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
272,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-024,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
273,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-013,1989,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-059,1994,15.4,3,21,5,23.8,1.36,0.32,0.14,0.60,24.0,0,0,0,0.7,0.7,0.03,+2.3,+2.3,Matches
275,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-089,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
276,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,29-342,1992,15.5,0,19,3,15.8,1.23,0.19,0.00,0.00,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
277,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-024,1999,14.8,0,19,7,36.8,1.28,0.47,0.00,0.00,24.2,2,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
278,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-008,1996,11.4,0,9,1,11.1,0.79,0.09,0.00,0.00,19.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
279,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-084,1989,11.0,2,9,2,22.2,0.82,0.18,0.22,1.00,6.8,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches
280,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-152,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
281,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29-290,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21-289,2000,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
283,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30-253,1991,5.2,0,5,0,0.0,0.96,0.00,0.00,,26.3,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
284,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,35-346,1986,4.6,0,3,0,0.0,0.65,0.00,0.00,,19.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
285,Yerry Mina\6d5701f2,co COL,DF,Everton,27-084,1994,5.4,0,2,0,0.0,0.37,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
286,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,26-334,1995,0.5,1,1,1,100.0,1.96,1.96,1.00,1.00,3.0,0,0,0,0.8,0.8,0.80,+0.2,+0.2,Matches
287,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28-278,1993,15.4,1,12,4,33.3,0.78,0.26,0.08,0.25,14.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
288,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-106,1999,17.0,0,1,1,100.0,0.06,0.06,0.00,0.00,7.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
289,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-253,1999,9.7,0,15,2,13.3,1.55,0.21,0.00,0.00,16.3,1,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
290,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-020,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
291,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-046,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
292,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,22-340,1999,8.9,6,22,12,54.5,2.48,1.35,0.23,0.42,18.5,3,1,1,4.0,3.2,0.15,+2.0,+1.8,Matches
293,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-125,1992,11.0,1,20,5,25.0,1.82,0.45,0.05,0.20,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
294,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-099,1986,15.4,0,10,4,40.0,0.65,0.26,0.00,0.00,24.4,3,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
295,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-069,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
296,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,26-295,1995,6.3,1,11,3,27.3,1.75,0.48,0.09,0.33,21.9,1,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
297,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,23-349,1998,4.8,1,9,3,33.3,1.87,0.62,0.11,0.33,17.0,0,0,0,1.4,1.4,0.16,-0.4,-0.4,Matches
298,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,27-331,1994,8.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
299,Wilfred Ndidi\6b47c5db,ng NGA,MF,Leicester City,25-000,1996,12.0,0,11,2,18.2,0.92,0.17,0.00,0.00,17.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
300,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,24-353,1996,4.5,1,9,3,33.3,1.98,0.66,0.11,0.33,17.3,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
301,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-006,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
302,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,24-278,1997,14.0,1,18,6,33.3,1.29,0.43,0.06,0.17,26.3,2,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
303,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-100,2000,5.5,0,2,0,0.0,0.37,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
304,Saúl Ñíguez\c14bc029,es ESP,MF,Chelsea,27-025,1994,1.0,0,1,0,0.0,0.97,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
305,Eddie Nketiah\a53649b7,eng ENG,FWMF,Arsenal,22-200,1999,0.5,0,1,0,0.0,2.20,0.00,0.00,,3.0,0,0,0,0.3,0.3,0.35,-0.3,-0.3,Matches
306,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-264,1990,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Mark Noble\ff527768,eng ENG,FW,West Ham,34-222,1987,0.0,0,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,Matches
308,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-202,1996,7.8,1,16,5,31.3,2.05,0.64,0.06,0.20,27.1,5,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
309,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,27-281,1994,15.6,1,17,6,35.3,1.09,0.38,0.06,0.17,11.9,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
310,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-207,1988,10.2,1,3,1,33.3,0.29,0.10,0.33,1.00,11.1,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
311,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-004,2001,3.3,1,5,2,40.0,1.51,0.60,0.20,0.50,16.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
312,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-176,2002,4.2,1,2,1,50.0,0.47,0.24,0.50,1.00,6.5,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches
313,Tyler Onyango\d86a1f3e,eng ENG,MF,Everton,18-287,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
314,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,23-349,1998,8.3,0,10,1,10.0,1.21,0.12,0.00,0.00,17.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
315,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-242,1995,0.5,2,5,3,60.0,10.98,6.59,0.40,0.67,12.2,0,0,0,0.7,0.7,0.13,+1.3,+1.3,Matches
316,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-123,1993,4.9,0,12,1,8.3,2.44,0.20,0.00,0.00,22.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
317,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-224,2002,1.2,0,4,1,25.0,3.30,0.83,0.00,0.00,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
318,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-135,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
319,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-186,1993,11.9,1,23,4,17.4,1.93,0.34,0.04,0.25,23.0,2,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
320,João Pedro\e8832875,br BRA,MF,Watford,20-081,2001,5.0,1,11,3,27.3,2.18,0.59,0.09,0.33,16.0,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
321,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-201,1995,5.5,0,15,5,33.3,2.74,0.91,0.00,0.00,16.5,3,0,0,1.6,1.6,0.10,-1.6,-1.6,Matches
322,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-071,1993,6.6,0,3,0,0.0,0.45,0.00,0.00,,15.4,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
323,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-146,1993,1.9,0,5,3,60.0,2.59,1.55,0.00,0.00,13.5,0,0,0,1.0,1.0,0.20,-1.0,-1.0,Matches
324,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-085,1997,5.8,0,3,0,0.0,0.52,0.00,0.00,,20.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
325,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-014,1995,11.1,0,12,2,16.7,1.08,0.18,0.00,0.00,24.0,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
326,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-212,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
327,Jordan Pickford\4806ec67,eng ENG,GK,Everton,27-284,1994,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
328,Erik Pieters\1ef37668,nl NED,DFMF,Burnley,33-131,1988,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
329,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-201,1993,14.0,1,9,5,55.6,0.64,0.36,0.11,0.20,8.3,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
330,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-056,1995,4.0,0,7,5,71.4,1.77,1.26,0.00,0.00,17.9,1,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
331,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,28-276,1993,7.0,0,20,3,15.0,2.85,0.43,0.00,0.00,17.0,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
332,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-241,1992,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
333,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-262,1990,16.2,5,29,10,34.5,1.79,0.62,0.10,0.30,14.2,0,2,2,4.9,3.4,0.12,+0.1,-0.4,Matches
334,Christian Pulisic\1bf33a9a,us USA,MFDF,Chelsea,23-089,1998,2.6,2,5,3,60.0,1.89,1.13,0.40,0.67,7.7,0,0,0,1.2,1.2,0.23,+0.8,+0.8,Matches
335,Przemysław Płacheta\3c33f9d9,pl POL,FW,Norwich City,23-268,1998,1.6,0,1,1,100.0,0.62,0.62,0.00,0.00,12.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
336,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-072,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
337,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-216,1998,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
338,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,20-202,2001,10.1,2,17,4,23.5,1.68,0.40,0.12,0.50,18.8,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
339,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,24-046,1997,5.5,2,10,5,50.0,1.82,0.91,0.20,0.40,18.2,1,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches
340,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-171,1996,9.0,0,18,7,38.9,2.01,0.78,0.00,0.00,22.3,5,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
341,David Raya\98ea5115,es ESP,GK,Brentford,26-092,1995,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
342,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,27-285,1994,11.6,0,17,3,17.6,1.47,0.26,0.00,0.00,19.0,1,0,0,1.7,1.7,0.10,-1.7,-1.7,Matches
343,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-000,1996,11.8,1,7,1,14.3,0.59,0.08,0.14,1.00,15.1,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
344,Declan Rice\1c7012b8,eng ENG,MF,West Ham,22-336,1999,17.0,1,12,5,41.7,0.71,0.29,0.08,0.20,24.4,1,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
345,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-012,2000,0.3,0,1,0,0.0,3.60,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
346,Richarlison\fa031b34,br BRA,FWMF,Everton,24-220,1997,9.8,3,18,4,22.2,1.83,0.41,0.17,0.75,15.3,0,0,0,2.4,2.4,0.13,+0.6,+0.6,Matches
347,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-098,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
348,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-097,1989,12.8,0,10,3,30.0,0.78,0.23,0.00,0.00,22.0,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
349,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-084,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
350,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,22-338,1999,7.9,1,20,10,50.0,2.52,1.26,0.05,0.10,17.3,0,0,0,1.9,1.9,0.09,-0.9,-0.9,Matches
351,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,27-280,1994,11.6,0,3,2,66.7,0.26,0.17,0.00,0.00,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
352,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-055,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
353,Rodri\6434f10d,es ESP,MF,Manchester City,25-177,1996,14.6,2,15,5,33.3,1.03,0.34,0.13,0.40,18.6,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches
354,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,30-285,1991,10.0,2,22,8,36.4,2.21,0.80,0.05,0.13,19.4,0,1,1,2.7,1.9,0.09,-0.7,-0.9,Matches
355,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-140,1989,4.0,0,15,3,20.0,3.74,0.75,0.00,0.00,13.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
356,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-175,1999,3.7,0,1,0,0.0,0.27,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
357,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-233,1998,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
358,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-083,1991,15.2,0,9,0,0.0,0.59,0.00,0.00,,22.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
359,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,36-314,1985,11.4,7,44,17,38.6,3.85,1.49,0.11,0.29,14.9,2,2,2,7.2,5.7,0.14,-0.2,-0.7,Matches
360,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-091,1989,7.1,1,14,4,28.6,1.96,0.56,0.07,0.25,10.9,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
361,Danny Rose\89d10e53,eng ENG,DF,Watford,31-167,1990,7.7,0,4,1,25.0,0.52,0.13,0.00,0.00,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
362,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,28-288,1993,15.0,2,21,5,23.8,1.40,0.33,0.10,0.40,17.9,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
363,Lukas Rupp\3faa1780,de GER,MF,Norwich City,30-342,1991,5.3,0,11,2,18.2,2.08,0.38,0.00,0.00,19.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
364,José Sá\903b6e8b,pt POR,GK,Wolves,28-333,1993,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
365,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,24-279,1997,15.7,3,33,11,33.3,2.10,0.70,0.09,0.27,19.5,0,0,0,2.3,2.3,0.07,+0.7,+0.7,Matches
366,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-265,1990,16.4,2,10,5,50.0,0.61,0.30,0.20,0.40,11.5,0,0,0,2.1,2.1,0.21,-0.1,-0.1,Matches
367,Bukayo Saka\bc7dc64d,eng ENG,MFFW,Arsenal,20-102,2001,13.8,2,31,9,29.0,2.24,0.65,0.06,0.22,14.8,0,0,0,3.0,3.0,0.10,-1.0,-1.0,Matches
368,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-184,1992,16.0,14,64,27,42.2,4.00,1.69,0.19,0.44,14.9,1,2,2,10.1,8.6,0.14,+3.9,+3.4,Matches
369,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-243,1999,15.6,0,9,3,33.3,0.58,0.19,0.00,0.00,15.2,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
370,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-055,1999,9.1,0,15,6,40.0,1.65,0.66,0.00,0.00,25.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
371,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-187,1996,6.3,1,5,1,20.0,0.79,0.16,0.20,1.00,6.4,0,0,0,0.7,0.7,0.13,+0.3,+0.3,Matches
372,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-028,1997,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
373,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-266,2000,7.9,1,5,2,40.0,0.63,0.25,0.20,0.50,15.3,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
374,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-120,1994,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
375,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,21-299,2000,9.1,0,13,0,0.0,1.43,0.00,0.00,,16.6,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches
376,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-183,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
377,Ismaila Sarr\bfdb33aa,sn SEN,MFFW,Watford,23-294,1998,11.4,5,26,12,46.2,2.27,1.05,0.19,0.42,17.5,0,0,1,3.4,2.7,0.10,+1.6,+2.3,Matches
378,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,22-327,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
379,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,29-361,1991,6.8,0,4,0,0.0,0.59,0.00,0.00,,17.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
380,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,28-358,1992,4.4,1,8,1,12.5,1.82,0.23,0.13,1.00,12.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
381,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-041,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
382,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-077,1993,3.4,0,1,0,0.0,0.30,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
383,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-030,1993,15.4,0,12,2,16.7,0.78,0.13,0.00,0.00,19.8,0,0,0,1.1,1.1,0.09,-1.1,-1.1,Matches
384,Ryan Sessegnon\6aa3e78b,eng ENG,DF,Tottenham,21-212,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
385,Jamie Shackleton\8d03ca5a,eng ENG,DF,Leeds United,22-069,1999,7.0,0,3,1,33.3,0.43,0.14,0.00,0.00,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
386,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-157,1995,11.1,0,3,1,33.3,0.27,0.09,0.00,0.00,24.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
387,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,29-292,1992,7.0,0,9,4,44.4,1.28,0.57,0.00,0.00,27.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
388,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-224,1997,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
389,Bernardo Silva\3eb22ec9,pt POR,MF,Manchester City,27-128,1994,14.9,7,22,13,59.1,1.48,0.87,0.32,0.54,10.8,0,0,0,4.0,4.0,0.18,+3.0,+3.0,Matches
390,Fábio Silva\e7aa9d7c,pt POR,MFFW,Wolves,19-150,2002,0.5,0,1,1,100.0,2.20,2.20,0.00,0.00,10.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
391,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-085,1984,11.7,2,9,3,33.3,0.77,0.26,0.22,0.67,10.8,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
392,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-122,1989,13.8,0,10,3,30.0,0.73,0.22,0.00,0.00,20.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
393,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-091,2000,11.5,0,2,1,50.0,0.17,0.09,0.00,0.00,26.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
394,William Smallbone\5e105217,ie IRL,MF,Southampton,21-298,2000,0.8,0,1,0,0.0,1.30,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
395,Emile Smith-Rowe\17695062,eng ENG,MFFW,Arsenal,21-141,2000,12.9,6,23,14,60.9,1.78,1.08,0.26,0.43,17.0,0,0,0,2.4,2.4,0.10,+3.6,+3.6,Matches
396,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-107,1991,2.1,0,1,0,0.0,0.48,0.00,0.00,,22.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
397,Tomáš Souček\6613c819,cz CZE,MF,West Ham,26-292,1995,16.9,2,27,6,22.2,1.60,0.36,0.07,0.33,12.9,0,0,0,2.4,2.0,0.08,-0.4,0.0,Matches
