,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
138,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,24,1994,13.2,8,40,14,35.0,3.04,1.06,0.10,0.29,24.2,7,4,4,5.8,2.8,0.07,+2.2,+1.2,Matches
139,Gedson Fernandes\e2dde94c,pt POR,MFDF,Tottenham,20,1999,0.8,0,2,0,0.0,2.65,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
140,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,30,1989,29.1,2,16,6,37.5,0.55,0.21,0.13,0.33,10.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3,Matches
141,Fernandinho\101da2b5,br BRA,DF,Manchester City,34,1985,26.6,0,17,2,11.8,0.64,0.08,0.00,0.00,13.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
142,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,27,1991,33.2,9,100,37,37.0,3.01,1.11,0.09,0.24,13.3,0,0,0,13.5,13.5,0.13,-4.5,-4.5,Matches
143,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,27,1991,28.0,5,32,12,37.5,1.14,0.43,0.16,0.42,19.3,0,0,0,3.6,3.6,0.11,+1.4,+1.4,Matches
144,Phil Foden\ed1e53f3,eng ENG,FWMF,Manchester City,19,2000,10.0,5,34,14,41.2,3.40,1.40,0.15,0.36,16.0,0,0,0,4.3,4.3,0.13,+0.7,+0.7,Matches
145,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,23,1996,24.1,2,37,12,32.4,1.53,0.50,0.05,0.17,16.8,0,0,0,2.9,2.9,0.08,-0.9,-0.9,Matches
146,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,36,1983,38.0,0,1,1,100.0,0.03,0.03,0.00,0.00,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
147,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Manchester Utd,21,1998,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
148,Dimitri Foulquier\45e17712,fr FRA,DFMF,Watford,26,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
149,Juan Foyth\6c7762c3,ar ARG,DF,Tottenham,21,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,34,1985,10.8,0,3,0,0.0,0.28,0.00,0.00,,12.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
151,Ryan Fraser\d56543a0,sct SCO,MFFW,Bournemouth,25,1994,23.0,1,27,12,44.4,1.18,0.52,0.04,0.08,17.3,2,0,0,3.3,3.3,0.12,-2.3,-2.3,Matches
152,Fred\b853e0ad,br BRA,MF,Manchester Utd,26,1993,24.0,0,40,10,25.0,1.66,0.42,0.00,0.00,22.9,3,0,0,2.0,2.0,0.05,-2.0,-2.0,Matches
153,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,26,1992,24.9,0,3,0,0.0,0.12,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
154,Kieron Freeman\c13c24c8,wls WAL,FW,Sheffield Utd,27,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
155,Luke Freeman\636b64cd,eng ENG,MF,Sheffield Utd,27,1992,4.1,0,3,0,0.0,0.74,0.00,0.00,,29.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
156,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,33,1986,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,26.1,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
157,Eric García\2bed3eab,es ESP,DF,Manchester City,18,2001,8.8,0,2,1,50.0,0.23,0.11,0.00,0.00,6.5,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
158,James Garner\4e015693,eng ENG,MF,Manchester Utd,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,28,1990,9.4,4,23,10,43.5,2.44,1.06,0.17,0.40,11.7,1,0,0,4.4,4.4,0.19,-0.4,-0.4,Matches
160,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,27,1992,17.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
161,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,23,1995,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,28,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
163,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,24,1995,22.8,4,50,19,38.0,2.19,0.83,0.06,0.16,18.2,5,1,1,6.0,5.2,0.10,-2.0,-2.2,Matches
164,Morgan Gibbs-White\32f60ed8,eng ENG,MFFW,Wolves,19,2000,1.4,0,2,0,0.0,1.40,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
165,Billy Gilmour\df10e27c,sct SCO,MF,Chelsea,18,2001,2.2,0,1,0,0.0,0.46,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
166,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,32,1986,11.0,8,39,19,48.7,3.53,1.72,0.21,0.42,10.9,1,0,0,6.7,6.7,0.17,+1.3,+1.3,Matches
167,Ben Godfrey\9f7c837d,eng ENG,DF,Norwich City,21,1998,29.4,0,15,5,33.3,0.51,0.17,0.00,0.00,17.0,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
168,André Gomes\1961b2aa,pt POR,MF,Everton,26,1993,16.2,0,5,0,0.0,0.31,0.00,0.00,,22.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
169,Angel Gomes\645a3363,eng ENG,MF,Manchester Utd,18,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
170,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,22,1997,22.3,0,1,0,0.0,0.04,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
171,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,18,2001,4.9,0,6,1,16.7,1.23,0.20,0.00,0.00,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
172,Dan Gosling\7fec31a0,eng ENG,MF,Bournemouth,29,1990,14.0,3,12,6,50.0,0.85,0.43,0.25,0.50,10.9,0,0,0,2.1,2.1,0.18,+0.9,+0.9,Matches
173,Andre Gray\c24dba2a,jm JAM,FW,Watford,28,1991,8.4,2,19,6,31.6,2.26,0.72,0.11,0.33,11.8,0,0,0,2.8,2.8,0.15,-0.8,-0.8,Matches
174,Demarai Gray\4468ec10,eng ENG,MFFW,Leicester City,23,1996,6.9,2,21,6,28.6,3.04,0.87,0.10,0.33,19.8,3,0,1,2.5,1.7,0.08,-0.5,+0.3,Matches
175,Jack Grealish\b0b4fd3e,eng ENG,FWMF,Aston Villa,23,1995,35.9,8,72,22,30.6,2.00,0.61,0.11,0.36,18.0,1,0,1,6.5,5.7,0.08,+1.5,+2.3,Matches
176,Mason Greenwood\58eee997,eng ENG,FW,Manchester Utd,17,2001,14.7,10,38,20,52.6,2.59,1.36,0.26,0.50,16.4,0,0,0,3.6,3.6,0.10,+6.4,+6.4,Matches
177,Arnaut Groeneveld\f08490a6,nl NED,MF,Bournemouth,22,1997,7.0,0,13,4,30.8,1.86,0.57,0.00,0.00,18.7,1,0,0,1.0,1.0,0.08,-1.0,-1.0,Matches
178,Pascal Groß\8aec0537,de GER,FWMF,Brighton,28,1991,20.0,2,29,9,31.0,1.45,0.45,0.07,0.22,22.1,4,0,0,1.9,1.9,0.07,+0.1,+0.1,Matches
179,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,32,1987,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
180,Mattéo Guendouzi\5ea8ef20,fr FRA,MF,Arsenal,20,1999,19.4,0,11,5,45.5,0.57,0.26,0.00,0.00,21.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
181,Frederic Guilbert\5d8d7454,fr FRA,DF,Aston Villa,24,1994,22.7,0,8,3,37.5,0.35,0.13,0.00,0.00,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
182,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,28,1990,22.4,2,31,6,19.4,1.38,0.27,0.03,0.17,20.7,2,1,2,4.4,2.9,0.09,-2.4,-1.9,Matches
183,Angus Gunn\e082af5b,eng ENG,GK,Southampton,23,1996,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Sébastien Haller\ba115a40,ci CIV,FW,West Ham,25,1994,25.2,7,55,27,49.1,2.18,1.07,0.13,0.26,10.4,0,0,0,7.7,7.7,0.15,-0.7,-0.7,Matches
185,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,27,1991,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,9.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
186,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,24,1995,17.2,1,20,3,15.0,1.17,0.17,0.05,0.33,7.5,0,0,0,2.1,2.1,0.11,-1.1,-1.1,Matches
187,Isaac Hayden\c951a6df,eng ENG,MF,Newcastle Utd,24,1995,24.7,1,17,3,17.6,0.69,0.12,0.06,0.33,19.7,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
188,Tom Heaton\a6de6361,eng ENG,GK,Aston Villa,33,1986,19.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
189,Dean Henderson\e5a76dfe,eng ENG,GK,Sheffield Utd,22,1997,36.0,0,1,0,0.0,0.03,0.00,0.00,,7.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
190,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,29,1990,24.9,4,20,8,40.0,0.80,0.32,0.20,0.50,18.5,0,0,0,1.4,1.4,0.07,+2.6,+2.6,Matches
191,Jeff Hendrick\989d5705,ie IRL,MF,Burnley,27,1992,21.5,2,22,6,27.3,1.03,0.28,0.09,0.33,18.0,1,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
192,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,32,1987,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
193,Javier Hernández\189cee7b,mx MEX,FW,West Ham,31,1988,1.2,1,3,2,66.7,2.52,1.68,0.33,0.50,16.4,1,0,0,0.8,0.8,0.27,+0.2,+0.2,Matches
194,Onel Hernández\007b39a5,cu CUB,FWMF,Norwich City,26,1993,15.4,1,30,9,30.0,1.95,0.59,0.03,0.11,17.5,0,0,0,2.5,2.5,0.08,-1.5,-1.5,Matches
195,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,27,1992,27.5,11,81,39,48.1,2.94,1.42,0.14,0.28,16.6,1,0,1,8.9,8.0,0.10,+2.1,+3.0,Matches
196,George Hirst\78e87179,eng ENG,FW,Leicester City,20,1999,0.1,0,3,1,33.3,24.55,8.18,0.00,0.00,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
197,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,23,1995,6.5,0,1,0,0.0,0.15,0.00,0.00,,5.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
198,José Holebas\12aa7661,gr GRE,DF,Watford,35,1984,11.4,0,6,3,50.0,0.53,0.26,0.00,0.00,18.8,1,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
199,Mason Holgate\d0042ab9,eng ENG,DF,Everton,22,1996,22.8,0,12,5,41.7,0.53,0.22,0.00,0.00,12.8,0,0,0,2.2,2.2,0.18,-2.2,-2.2,Matches
200,Nathan Holland\45ab2170,eng ENG,MF,West Ham,21,1998,0.4,0,1,1,100.0,2.73,2.73,0.00,0.00,24.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
201,Conor Hourihane\fcab00a0,ie IRL,MF,Aston Villa,28,1991,17.0,3,29,10,34.5,1.70,0.59,0.10,0.30,20.5,4,0,0,1.6,1.6,0.06,+1.4,+1.4,Matches
202,Callum Hudson-Odoi\15f3ec41,eng ENG,FW,Chelsea,18,2000,9.6,1,22,4,18.2,2.29,0.42,0.05,0.25,17.4,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
203,Will Hughes\a0666d3e,eng ENG,MFFW,Watford,24,1995,25.0,1,27,3,11.1,1.08,0.12,0.04,0.33,18.1,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
204,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,23,1995,30.6,0,47,10,21.3,1.54,0.33,0.00,0.00,21.9,0,0,0,2.7,2.7,0.06,-2.7,-2.7,Matches
205,Jordon Ibe\9f736ed2,eng ENG,DF,Bournemouth,23,1995,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
206,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,18,2001,2.5,0,6,2,33.3,2.37,0.79,0.00,0.00,16.6,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
207,Odion Ighalo\03622183,ng NGA,FW,Manchester Utd,30,1989,1.1,0,7,3,42.9,6.24,2.67,0.00,0.00,11.2,0,0,0,1.5,1.5,0.22,-1.5,-1.5,Matches
208,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,22,1996,10.7,5,34,18,52.9,3.19,1.69,0.15,0.28,15.1,0,0,0,4.8,4.8,0.14,+0.2,+0.2,Matches
209,Danny Ings\07802f7f,eng ENG,FW,Southampton,27,1992,31.2,22,90,35,38.9,2.89,1.12,0.23,0.60,13.5,0,1,2,16.7,15.2,0.17,+5.3,+5.8,Matches
210,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,23,1996,17.7,1,23,9,39.1,1.30,0.51,0.04,0.11,17.0,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches
211,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,36,1982,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
212,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,25,1993,3.5,2,11,2,18.2,3.18,0.58,0.18,1.00,19.4,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,21,1997,25.4,3,42,19,45.2,1.65,0.75,0.07,0.16,16.8,0,0,0,3.6,3.6,0.09,-0.6,-0.6,Matches
214,Matty James\ebd0a048,eng ENG,MF,Leicester City,28,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
215,Reece James\1265a93a,eng ENG,DF,Chelsea,19,1999,16.8,0,18,3,16.7,1.07,0.18,0.00,0.00,20.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
216,Daryl Janmaat\45da6694,nl NED,DF,Watford,30,1989,6.7,0,4,0,0.0,0.59,0.00,0.00,,17.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
217,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,22,1997,22.6,14,102,43,42.2,4.52,1.91,0.14,0.33,10.8,0,0,1,18.5,17.7,0.18,-4.5,-3.7,Matches
218,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,28,1991,36.0,17,114,39,34.2,3.17,1.08,0.11,0.33,15.1,0,4,4,14.7,11.7,0.10,+2.3,+1.3,Matches
219,Joelinton\c17bfb65,br BRA,FW,Newcastle Utd,22,1996,29.8,2,52,15,28.8,1.74,0.50,0.04,0.13,13.8,0,0,0,4.8,4.8,0.09,-2.8,-2.8,Matches
220,Ben Johnson\9319781b,eng ENG,DF,West Ham,19,2000,3.0,0,1,0,0.0,0.33,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
221,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,18,2001,1.4,1,6,2,33.3,4.29,1.43,0.17,0.50,16.7,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
222,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,27,1992,1.5,0,2,1,50.0,1.33,0.67,0.00,0.00,10.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
223,Bruno Jordão\41ff002d,pt POR,FW,Wolves,20,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,Jorginho\45db685d,it ITA,MF,Chelsea,27,1991,26.4,4,10,1,10.0,0.38,0.04,0.10,1.00,24.1,0,3,3,3.4,1.1,0.11,+0.6,-0.1,Matches
225,Jota\9f351459,es ESP,FWMF,Aston Villa,28,1991,3.7,0,6,1,16.7,1.61,0.27,0.00,0.00,19.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
226,Diogo Jota\178ae8f8,pt POR,FWMF,Wolves,22,1996,25.4,7,69,26,37.7,2.72,1.02,0.10,0.27,13.7,0,0,0,9.6,9.6,0.14,-2.6,-2.6,Matches
227,James Justin\fb614c44,eng ENG,DF,Leicester City,21,1998,11.2,0,7,0,0.0,0.62,0.00,0.00,,19.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
228,Christian Kabasele\914ab9a1,be BEL,DF,Watford,28,1991,25.0,0,8,1,12.5,0.32,0.04,0.00,0.00,9.4,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches
229,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,26,1993,28.7,18,78,34,43.6,2.71,1.18,0.21,0.47,19.1,7,2,2,10.5,9.0,0.12,+7.5,+7.0,Matches
230,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,28,1991,19.2,3,18,6,33.3,0.94,0.31,0.17,0.50,19.8,0,0,0,1.6,1.6,0.09,+1.4,+1.4,Matches
231,Moise Kean\3d50bcdb,it ITA,FW,Everton,19,2000,9.5,2,30,13,43.3,3.17,1.37,0.07,0.15,15.6,0,0,0,4.1,4.1,0.14,-2.1,-2.1,Matches
232,Michael Keane\c5b7c315,eng ENG,DF,Everton,26,1993,28.4,2,13,4,30.8,0.46,0.14,0.15,0.50,6.9,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
233,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,24,1995,9.1,2,12,7,58.3,1.33,0.77,0.17,0.29,18.4,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches
234,Lloyd Kelly\f31def1e,eng ENG,DF,Bournemouth,20,1998,7.1,0,1,0,0.0,0.14,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
235,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,29,1990,17.2,0,3,0,0.0,0.17,0.00,0.00,,19.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
236,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,22,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
237,Joshua King\43458538,no NOR,FWMF,Bournemouth,27,1992,22.3,6,23,9,39.1,1.03,0.40,0.13,0.33,13.3,0,3,3,6.6,4.3,0.19,-0.6,-1.3,Matches
238,Timm Klose\5f1d07f6,ch SUI,DF,Norwich City,31,1988,6.5,0,3,0,0.0,0.46,0.00,0.00,,10.0,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
239,Jonathan Kodjia\ecf44e09,ci CIV,FWMF,Aston Villa,29,1989,1.3,0,2,0,0.0,1.54,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
240,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,26,1993,18.9,0,4,0,0.0,0.21,0.00,0.00,,12.5,0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches
241,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,21,1997,22.7,1,11,4,36.4,0.49,0.18,0.09,0.25,11.7,0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches
242,Cheikhou Kouyaté\8d3c902d,sn SEN,MFDF,Crystal Palace,29,1989,28.1,1,23,5,21.7,0.82,0.18,0.04,0.20,11.2,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
243,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,25,1994,23.0,1,21,5,23.8,0.91,0.22,0.05,0.20,19.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
244,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,24,1994,11.3,0,4,0,0.0,0.35,0.00,0.00,,13.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
245,Tim Krul\f23f9d20,nl NED,GK,Norwich City,31,1988,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
246,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,28,1991,20.8,10,53,26,49.1,2.55,1.25,0.19,0.38,11.9,3,0,0,8.5,8.5,0.16,+1.5,+1.5,Matches
247,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,31,1988,4.2,1,5,1,20.0,1.18,0.24,0.20,1.00,15.3,0,0,0,1.1,1.1,0.21,-0.1,-0.1,Matches
248,Érik Lamela\abe66106,ar ARG,MFFW,Tottenham,27,1992,13.5,2,29,8,27.6,2.15,0.59,0.07,0.25,18.5,4,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
249,Tariq Lamptey\f4e433d4,eng ENG,DF,Chelsea,18,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
250,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,18,2000,6.5,0,2,0,0.0,0.31,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
251,Henri Lansbury\fe8e6fa1,eng ENG,MFFW,Aston Villa,28,1990,2.2,0,2,0,0.0,0.92,0.00,0.00,,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
252,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,26,1993,15.3,0,23,7,30.4,1.50,0.46,0.00,0.00,18.1,3,0,0,2.0,2.0,0.09,-2.0,-2.0,Matches
253,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,25,1994,12.2,1,4,1,25.0,0.33,0.08,0.25,1.00,16.4,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
254,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,25,1993,23.1,1,9,2,22.2,0.39,0.09,0.11,0.50,13.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
255,Valentino Lazaro\016ff750,at AUT,DFMF,Newcastle Utd,23,1996,5.3,1,4,1,25.0,0.75,0.19,0.25,1.00,20.7,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
256,Moritz Leitner\9460aaed,de GER,MF,Norwich City,26,1992,7.6,0,8,0,0.0,1.05,0.00,0.00,,22.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
257,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,28,1991,4.9,2,4,3,75.0,0.81,0.61,0.50,0.67,16.0,0,0,0,0.6,0.6,0.14,+1.4,+1.4,Matches
258,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,32,1987,5.5,0,1,0,0.0,0.18,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
259,Bernd Leno\2628fd2b,de GER,GK,Arsenal,27,1992,29.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
260,Jefferson Lerma\9b5ce51a,co COL,MF,Bournemouth,24,1994,30.0,1,30,2,6.7,1.00,0.07,0.03,0.50,23.3,0,0,0,1.2,1.2,0.04,-0.2,-0.2,Matches
261,Jamal Lewis\efb9215a,nir NIR,DF,Norwich City,21,1998,25.6,1,9,4,44.4,0.35,0.16,0.11,0.25,22.6,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
262,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,25,1994,34.4,1,6,1,16.7,0.17,0.03,0.17,1.00,10.8,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
263,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,26,1992,10.4,1,22,6,27.3,2.12,0.58,0.05,0.17,17.9,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches
264,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,32,1986,20.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
265,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,23,1996,16.6,0,18,3,16.7,1.09,0.18,0.00,0.00,20.6,1,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
266,Jürgen Locadia\6cc47ae1,nl NED,MFFW,Brighton,25,1993,1.0,0,2,1,50.0,2.09,1.05,0.00,0.00,9.7,0,0,0,0.3,0.3,0.17,-0.3,-0.3,Matches
267,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Chelsea,23,1996,2.3,0,4,0,0.0,1.73,0.00,0.00,,9.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
268,Kevin Long\5a4280b1,ie IRL,DF,Burnley,28,1990,6.3,0,2,0,0.0,0.32,0.00,0.00,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
269,Shane Long\9f472354,ie IRL,FW,Southampton,32,1987,15.5,2,33,13,39.4,2.13,0.84,0.06,0.15,10.9,0,0,0,4.8,4.8,0.14,-2.8,-2.8,Matches
270,Matthew Longstaff\c0027d2d,eng ENG,MF,Newcastle Utd,19,2000,6.4,2,4,2,50.0,0.63,0.31,0.50,1.00,19.4,0,0,0,0.4,0.4,0.11,+1.6,+1.6,Matches
271,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,21,1997,15.3,1,26,6,23.1,1.70,0.39,0.04,0.17,24.0,3,0,0,0.9,0.9,0.04,+0.1,+0.1,Matches
272,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,30,1989,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,8.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
273,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,30,1989,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,David Luiz\c0e27d1a,br BRA,DF,Arsenal,32,1987,31.2,2,23,7,30.4,0.74,0.22,0.09,0.29,20.1,7,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
275,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,21,1998,29.0,3,39,12,30.8,1.34,0.41,0.08,0.25,22.9,3,0,0,2.3,2.3,0.06,+0.7,+0.7,Matches
