,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
137,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.40,16.8,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches
138,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,31,1989,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
139,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1.00,6.9,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
140,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,28,1991,32.6,5,30,13,43.3,0.92,0.40,0.17,0.38,12.3,2,0,0,2.5,2.5,0.08,+2.5,+2.5,Matches
141,Jimmy Dunne\1fdfd6da,ie IRL,DF,Burnley,22,1997,3.0,1,7,1,14.3,2.33,0.33,0.14,1.00,10.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
142,Ederson\3bb7b8b4,br BRA,GK,Manchester City,26,1993,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
143,Kyle Edwards\1566e437,eng ENG,MFFW,West Brom,22,1998,1.3,0,2,1,50.0,1.53,0.76,0.00,0.00,15.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
144,John Egan\debe38a0,ie IRL,DF,Sheffield Utd,27,1992,29.2,0,14,3,21.4,0.48,0.10,0.00,0.00,9.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
145,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,18,2002,1.7,1,3,1,33.3,1.74,0.58,0.33,1.00,16.4,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
146,Ahmed Elmohamady\615ef733,eg EGY,DF,Aston Villa,32,1987,9.3,0,9,1,11.1,0.97,0.11,0.00,0.00,11.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
147,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.50,19.3,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
148,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,32,1988,27.5,2,8,3,37.5,0.29,0.11,0.25,0.67,7.6,0,0,0,1.7,1.7,0.21,+0.3,+0.3,Matches
149,Eberechi Eze\ae4fc6a4,eng ENG,MF,Crystal Palace,22,1998,28.4,4,37,13,35.1,1.30,0.46,0.11,0.31,21.1,4,0,0,2.2,2.2,0.06,+1.8,+1.8,Matches
150,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,35,1985,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
151,Fabinho\7f3b388c,br BRA,DFMF,Liverpool,26,1993,28.5,0,10,1,10.0,0.35,0.04,0.00,0.00,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
152,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,25,1994,34.4,18,110,40,36.4,3.19,1.16,0.08,0.23,22.0,16,9,10,15.4,7.8,0.07,+2.6,+1.2,Matches
153,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,31,1989,23.1,0,5,3,60.0,0.22,0.13,0.00,0.00,10.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
154,Fernandinho\101da2b5,br BRA,MF,Manchester City,35,1985,13.2,0,15,3,20.0,1.14,0.23,0.00,0.00,21.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
155,Sam Field\bd8a7d05,eng ENG,MF,West Brom,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,13.8,0,0,0,12.6,12.6,0.16,-3.6,-3.6,Matches
157,John Fleck\b63e789d,sct SCO,MF,Sheffield Utd,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.00,0.00,23.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
158,Phil Foden\ed1e53f3,eng ENG,FWMF,Manchester City,20,2000,18.0,9,45,20,44.4,2.51,1.11,0.20,0.45,14.7,0,0,0,5.5,5.5,0.12,+3.5,+3.5,Matches
159,Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.00,0.00,8.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
160,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,24,1996,28.6,5,50,15,30.0,1.75,0.52,0.10,0.33,15.6,0,0,0,6.5,6.5,0.13,-1.5,-1.5,Matches
161,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,32,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
162,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Manchester Utd,22,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
163,Tyrese Francois\6722d4f0,au AUS,DF,Fulham,20,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
164,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,26,1994,10.3,0,13,6,46.2,1.26,0.58,0.00,0.00,21.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
165,Fred\b853e0ad,br BRA,MF,Manchester Utd,27,1993,26.6,1,25,7,28.0,0.94,0.26,0.04,0.14,22.1,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
166,Ryan Fredericks\c067631c,eng ENG,DFFW,West Ham,27,1992,6.3,1,3,2,66.7,0.47,0.32,0.33,0.50,14.1,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
167,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,34,1986,7.8,0,4,0,0.0,0.51,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
168,Darnell Furlong\3ec9195b,eng ENG,DF,West Brom,24,1995,32.6,1,26,5,19.2,0.80,0.15,0.04,0.20,13.0,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
169,Conor Gallagher\c2731c10,eng ENG,MF,West Brom,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,20.7,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
170,Eric García\2bed3eab,es ESP,DF,Manchester City,19,2001,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
171,Dwight Gayle\e58a03c6,eng ENG,FWMF,Newcastle Utd,29,1990,5.7,1,16,6,37.5,2.80,1.05,0.06,0.17,10.2,1,0,0,2.0,2.0,0.13,-1.0,-1.0,Matches
172,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,24,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
173,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,29,1990,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
174,Anwar El Ghazi\ffa90327,nl NED,FW,Aston Villa,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.10,0.23,20.5,6,4,4,8.1,5.1,0.08,+1.9,+0.9,Matches
175,Kieran Gibbs\46ee5234,eng ENG,DF,West Brom,30,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
176,Morgan Gibbs-White\32f60ed8,eng ENG,MFFW,Wolves,20,2000,4.6,1,9,3,33.3,1.96,0.65,0.11,0.33,20.1,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
177,Billy Gilmour\df10e27c,sct SCO,MF,Chelsea,19,2001,2.9,0,1,0,0.0,0.34,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
178,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,33,1986,8.3,4,29,10,34.5,3.49,1.20,0.14,0.40,10.8,0,0,0,4.8,4.8,0.17,-0.8,-0.8,Matches
179,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,22,1998,29.8,0,14,2,14.3,0.47,0.07,0.00,0.00,15.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
180,André Gomes\1961b2aa,pt POR,MF,Everton,27,1993,17.4,0,14,3,21.4,0.80,0.17,0.00,0.00,25.0,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
181,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,23,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
182,Anthony Gordon\2bd83368,eng ENG,FWMF,Everton,19,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
183,Karlan Grant\87f7500e,eng ENG,FWMF,West Brom,22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,15.0,1,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
184,Demarai Gray\4468ec10,eng ENG,FW,Leicester City,24,1996,0.2,0,1,0,0.0,4.74,0.00,0.00,,26.0,1,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
185,Jack Grealish\b0b4fd3e,eng ENG,FWMF,Aston Villa,24,1995,24.3,6,49,17,34.7,2.02,0.70,0.12,0.35,16.8,2,0,0,4.3,4.3,0.09,+1.7,+1.7,Matches
186,Mason Greenwood\58eee997,eng ENG,FW,Manchester Utd,18,2001,20.2,7,67,23,34.3,3.31,1.14,0.10,0.30,16.4,0,0,0,7.4,7.4,0.11,-0.4,-0.4,Matches
187,Pascal Groß\8aec0537,de GER,MFDF,Brighton,29,1991,27.6,3,28,4,14.3,1.01,0.14,0.00,0.00,20.9,6,3,4,5.6,2.5,0.09,-2.6,-2.5,Matches
188,Kamil Grosicki\81d8091f,pl POL,FWMF,West Brom,32,1988,1.6,0,3,0,0.0,1.82,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
189,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,33,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
190,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,29,1990,22.5,13,52,21,40.4,2.31,0.93,0.23,0.57,16.5,4,1,2,9.0,7.5,0.14,+4.0,+4.5,Matches
191,Antwoine Hackford\a7588cdc,eng ENG,FWDF,Sheffield Utd,16,2004,0.1,0,1,0,0.0,8.18,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
192,Sébastien Haller\ba115a40,ci CIV,FW,West Ham,26,1994,10.4,3,25,11,44.0,2.40,1.06,0.12,0.27,9.5,0,0,0,2.9,2.9,0.12,+0.1,+0.1,Matches
193,Rekeem Harper\3c066877,eng ENG,MF,West Brom,20,2000,0.4,0,1,1,100.0,2.81,2.81,0.00,0.00,23.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
194,Jack Harrison\aa849a12,eng ENG,MF,Leeds United,23,1996,31.6,8,47,19,40.4,1.49,0.60,0.17,0.42,15.3,1,0,0,6.6,6.6,0.14,+1.4,+1.4,Matches
195,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,25,1995,7.0,1,5,1,20.0,0.71,0.14,0.20,1.00,7.4,0,0,0,1.2,1.2,0.24,-0.2,-0.2,Matches
196,Kai Havertz\fed7cb61,de GER,MFFW,Chelsea,21,1999,16.9,4,35,15,42.9,2.07,0.89,0.11,0.27,12.3,0,0,0,6.3,6.3,0.18,-2.3,-2.3,Matches
197,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,25,1995,21.6,0,13,2,15.4,0.60,0.09,0.00,0.00,20.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
198,Michael Hector\5f1a2f31,jm JAM,DF,Fulham,28,1992,2.9,0,1,0,0.0,0.34,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
199,Ahmed Hegazi\5540c9dc,eg EGY,DF,West Brom,29,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
200,Dean Henderson\e5a76dfe,eng ENG,GK,Manchester Utd,23,1997,12.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
201,Jordan Henderson\935e6b8f,eng ENG,MFDF,Liverpool,30,1990,18.9,1,14,4,28.6,0.74,0.21,0.07,0.25,17.6,0,0,0,1.7,1.7,0.12,-0.7,-0.7,Matches
202,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,28,1992,15.8,2,11,2,18.2,0.70,0.13,0.18,1.00,17.6,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
203,Pablo Hernández\c0398aca,es ESP,MFFW,Leeds United,35,1985,4.7,0,15,3,20.0,3.16,0.63,0.00,0.00,18.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
204,Son Heung-min\92e7e919,kr KOR,FW,Tottenham,28,1992,34.6,17,68,35,51.5,1.97,1.01,0.24,0.46,17.0,1,1,1,10.3,9.5,0.14,+6.7,+6.5,Matches
205,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,18,2002,6.4,0,1,0,0.0,0.16,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
206,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,24,1995,28.4,0,14,2,14.3,0.49,0.07,0.00,0.00,12.2,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
207,Mason Holgate\d0042ab9,eng ENG,DF,Everton,23,1996,25.4,1,5,3,60.0,0.20,0.12,0.20,0.33,11.7,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
208,Conor Hourihane\fcab00a0,ie IRL,MF,Aston Villa,29,1991,2.5,1,5,2,40.0,2.00,0.80,0.20,0.50,21.3,1,0,0,0.5,0.5,0.10,+0.5,+0.5,Matches
209,Callum Hudson-Odoi\15f3ec41,eng ENG,FWDF,Chelsea,19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.1,0,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches
210,Niall Huggins\6d646ff7,wls WAL,DF,Leeds United,19,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,24,1995,38.0,2,14,7,50.0,0.37,0.18,0.14,0.29,22.7,0,0,0,1.1,1.1,0.08,+0.9,+0.9,Matches
212,Odion Ighalo\03622183,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
213,Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,23,1996,16.2,12,58,25,43.1,3.58,1.54,0.21,0.48,17.1,1,0,1,7.8,7.0,0.12,+4.2,+5.0,Matches
214,Danny Ings\07802f7f,eng ENG,FW,Southampton,28,1992,24.1,12,55,24,43.6,2.28,0.99,0.18,0.42,15.0,0,2,2,8.3,6.7,0.12,+3.7,+3.3,Matches
215,Branislav Ivanović\85f8571a,rs SRB,DF,West Brom,36,1984,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,6.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6,Matches
216,Alex Iwobi\6ca5ec4b,ng NGA,FWDF,Everton,24,1996,17.1,1,15,3,20.0,0.88,0.18,0.07,0.33,18.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches
217,José Izquierdo\ca2bc3df,co COL,DF,Brighton,28,1992,0.1,0,1,1,100.0,10.00,10.00,0.00,0.00,32.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
218,Phil Jagielka\3233eefd,eng ENG,DF,Sheffield Utd,37,1982,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
219,Alireza Jahanbakhsh\08452314,ir IRN,FWMF,Brighton,26,1993,5.9,0,19,3,15.8,3.24,0.51,0.00,0.00,18.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
220,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,22,1997,10.1,3,17,6,35.3,1.68,0.59,0.18,0.50,16.7,0,0,0,2.3,2.3,0.14,+0.7,+0.7,Matches
221,Reece James\1265a93a,eng ENG,DF,Chelsea,20,1999,26.4,1,36,12,33.3,1.37,0.46,0.03,0.08,21.0,4,0,0,1.6,1.6,0.04,-0.6,-0.6,Matches
222,Alexandre Jankewitz\7c39363f,ch SUI,MF,Southampton,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,Daniel Jebbison\03edb878,eng ENG,FW,Sheffield Utd,17,2003,3.2,1,4,2,50.0,1.27,0.63,0.25,0.50,11.1,0,0,0,1.6,1.6,0.41,-0.6,-0.6,Matches
224,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,23,1997,22.9,9,54,16,29.6,2.36,0.70,0.17,0.56,12.9,0,0,0,8.8,8.8,0.16,+0.2,+0.2,Matches
225,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.40,15.4,0,0,0,2.4,2.4,0.09,+1.6,+1.6,Matches
226,Joelinton\c17bfb65,br BRA,FWMF,Newcastle Utd,23,1996,22.0,4,45,19,42.2,2.04,0.86,0.07,0.16,14.4,0,1,1,6.1,5.3,0.12,-2.1,-2.3,Matches
227,Ben Johnson\9319781b,eng ENG,DF,West Ham,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,20.9,0,0,0,0.4,0.4,0.12,+0.6,+0.6,Matches
228,Sam Johnstone\9e5708be,eng ENG,GK,West Brom,27,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
229,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,19,2001,13.1,1,19,8,42.1,1.45,0.61,0.05,0.13,18.7,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
230,Jorginho\45db685d,it ITA,MF,Chelsea,28,1991,22.3,7,6,0,0.0,0.27,0.00,0.00,,39.5,0,7,9,7.0,0.1,0.02,0.0,-0.1,Matches
231,Willian José\d87e2cae,br BRA,FW,Wolves,28,1991,12.3,1,19,6,31.6,1.54,0.49,0.05,0.17,13.8,0,0,0,1.9,1.9,0.10,-0.9,-0.9,Matches
232,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,23,1996,12.4,9,46,26,56.5,3.72,2.10,0.20,0.35,13.7,0,0,0,6.6,6.6,0.14,+2.4,+2.4,Matches
233,James Justin\fb614c44,eng ENG,DF,Leicester City,22,1998,23.0,2,10,3,30.0,0.43,0.13,0.20,0.67,14.9,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
234,Ozan Kabak\2d61d13a,tr TUR,DF,Liverpool,20,2000,8.9,0,1,0,0.0,0.11,0.00,0.00,,4.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
235,Aboubakar Kamara\4047c976,mr MTN,FWDF,Fulham,25,1995,3.5,0,4,2,50.0,1.14,0.57,0.00,0.00,20.7,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
236,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,27,1993,34.2,23,134,47,35.1,3.91,1.37,0.14,0.40,17.7,14,4,4,20.5,17.5,0.13,+2.5,+1.5,Matches
237,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.00,0.00,19.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
238,Moise Kean\3d50bcdb,it ITA,FW,Everton,20,2000,0.2,0,1,0,0.0,6.00,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
239,Michael Keane\c5b7c315,eng ENG,DF,Everton,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.50,11.1,0,0,0,1.2,1.2,0.08,+1.8,+1.8,Matches
240,Neeskens Kebano\18b999f4,cd COD,FWMF,Fulham,28,1992,1.3,0,6,0,0.0,4.54,0.00,0.00,,18.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
241,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,25,1995,5.8,0,9,2,22.2,1.56,0.35,0.00,0.00,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
242,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,21,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
243,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,30,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
244,Jonjoe Kenny\099e666f,eng ENG,DFFW,Everton,23,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
245,Reda Khadra\88acf83f,de GER,FW,Brighton,19,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
246,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,23,1997,14.6,0,6,2,33.3,0.41,0.14,0.00,0.00,11.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
247,Joshua King\43458538,no NOR,MFFW,Everton,28,1992,1.6,0,3,1,33.3,1.82,0.61,0.00,0.00,12.4,0,0,0,0.8,0.8,0.27,-0.8,-0.8,Matches
248,Mateusz Klich\282679b4,pl POL,MF,Leeds United,30,1990,26.6,4,34,10,29.4,1.28,0.38,0.06,0.20,22.0,0,2,2,3.3,1.8,0.05,+0.7,+0.2,Matches
249,Robin Koch\ea6bc03a,de GER,DFMF,Leeds United,24,1996,12.6,0,9,2,22.2,0.72,0.16,0.00,0.00,10.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
250,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,27,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
251,Terence Kongolo\1f9a3a04,nl NED,DF,Fulham,26,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
252,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,22,1997,35.5,2,22,7,31.8,0.62,0.20,0.09,0.29,8.6,0,0,0,2.1,2.1,0.10,-0.1,-0.1,Matches
253,Cheikhou Kouyaté\8d3c902d,sn SEN,DF,Crystal Palace,30,1989,34.7,1,7,2,28.6,0.20,0.06,0.14,0.50,9.6,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
254,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,26,1994,20.2,0,23,4,17.4,1.14,0.20,0.00,0.00,22.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0,Matches
255,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,22.7,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
256,Filip Krovinović\c2dfedeb,hr CRO,MF,West Brom,24,1995,6.1,0,8,2,25.0,1.32,0.33,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
257,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,29,1991,21.4,13,43,25,58.1,2.01,1.17,0.23,0.40,14.2,3,3,3,9.7,7.4,0.17,+3.3,+2.6,Matches
258,Adam Lallana\99813635,eng ENG,MFFW,Brighton,32,1988,17.7,1,22,4,18.2,1.24,0.23,0.05,0.25,16.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
259,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,28,1992,8.0,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
260,Tariq Lamptey\f4e433d4,eng ENG,DF,Brighton,19,2000,9.8,1,6,2,33.3,0.61,0.20,0.17,0.50,12.1,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
261,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,27,1993,6.3,1,12,3,25.0,1.91,0.48,0.08,0.33,17.2,1,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
262,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,26,1994,14.9,0,6,1,16.7,0.40,0.07,0.00,0.00,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
263,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,26,1993,18.1,2,15,3,20.0,0.83,0.17,0.13,0.67,9.5,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
264,Maxime Le Marchand\321a71a7,fr FRA,DF,Fulham,30,1989,1.4,0,1,0,0.0,0.73,0.00,0.00,,33.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
265,Mario Lemina\2b471f99,ga GAB,MF,Fulham,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.50,23.6,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
266,Bernd Leno\2628fd2b,de GER,GK,Arsenal,28,1992,34.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
267,Khanya Leshabela\383e68b1,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
268,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,22,1998,20.4,0,3,1,33.3,0.15,0.05,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
269,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,26,1994,28.7,1,4,1,25.0,0.14,0.03,0.25,1.00,5.9,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
270,Jesse Lingard\810e3c74,eng ENG,MFFW,West Ham,27,1992,15.8,9,40,20,50.0,2.53,1.27,0.20,0.40,20.9,1,1,2,5.1,3.4,0.09,+3.9,+4.6,Matches
271,Jake Livermore\b98570d1,eng ENG,MF,West Brom,30,1989,13.8,0,5,0,0.0,0.36,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
272,Diego Llorente\bba30585,es ESP,DF,Leeds United,26,1993,13.4,1,8,3,37.5,0.60,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
273,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,33,1986,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
274,Giovani Lo Celso\d7553721,ar ARG,MF,Tottenham,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.20,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
275,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Fulham,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1,Matches
