,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
137,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,28,1989,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
138,Shane Duffy\7314bba4,ie IRL,DF,Brighton,25,1992,36.6,0,30,5,16.7,0.82,0.14,0.00,0.00,9.0,0,0,0,1.8,1.8,0.06,-1.8,-1.8,Matches
139,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,25,1991,17.8,0,3,0,0.0,0.17,0.00,0.00,,14.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
140,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,25,1991,38.0,1,29,9,31.0,0.76,0.24,0.03,0.11,10.5,0,0,0,2.8,2.8,0.10,-1.8,-1.8,Matches
141,Nathan Dyer\6dfd5af0,eng ENG,MFFW,Swansea City,29,1987,14.5,0,10,2,20.0,0.69,0.14,0.00,0.00,20.9,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
142,Ederson\3bb7b8b4,br BRA,GK,Manchester City,23,1993,35.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
143,Tom Edwards\1b780599,eng ENG,DF,Stoke City,18,1999,5.3,0,1,0,0.0,0.19,0.00,0.00,,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
144,Rob Elliot\b1b25949,ie IRL,GK,Newcastle Utd,31,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
145,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,25,1992,9.6,0,8,1,12.5,0.83,0.10,0.00,0.00,23.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
146,Christian Eriksen\980522ec,dk DEN,MFFW,Tottenham,25,1992,35.8,10,97,39,40.2,2.71,1.09,0.10,0.26,21.7,16,0,0,6.9,6.9,0.07,+3.1,+3.1,Matches
147,Jonny Evans\f8fcd2a5,nir NIR,DF,West Brom,29,1988,25.2,2,11,4,36.4,0.44,0.16,0.18,0.50,7.3,0,0,0,1.9,1.9,0.17,+0.1,+0.1,Matches
148,Patrice Evra\51a3caf1,fr FRA,DF,West Ham,36,1981,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
149,Łukasz Fabiański\9328b835,pl POL,GK,Swansea City,32,1985,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
150,Cesc Fàbregas\33508c78,es ESP,MF,Chelsea,30,1987,25.6,2,38,10,26.3,1.48,0.39,0.05,0.20,18.9,2,0,0,2.7,2.7,0.07,-0.7,-0.7,Matches
151,Marouane Fellaini\87575fd9,be BEL,MF,Manchester Utd,29,1987,7.6,4,10,7,70.0,1.32,0.92,0.40,0.57,6.9,0,0,0,2.1,2.1,0.21,+1.9,+1.9,Matches
152,Kiko Femenía\e5d01ecf,es ESP,DFFW,Watford,26,1991,19.0,1,9,3,33.3,0.47,0.16,0.11,0.33,21.5,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
153,Leroy Fer\3cefa66a,nl NED,MF,Swansea City,27,1990,15.5,1,12,3,25.0,0.77,0.19,0.08,0.33,14.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
154,Edimilson Fernandes\3bb625ac,ch SUI,MFFW,West Ham,21,1996,9.4,0,6,1,16.7,0.64,0.11,0.00,0.00,20.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
155,Federico Fernández\f25b010f,ar ARG,DF,Swansea City,28,1989,29.7,1,8,2,25.0,0.27,0.07,0.13,0.50,9.4,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
156,Fernandinho\101da2b5,br BRA,MF,Manchester City,32,1985,32.0,5,49,19,38.8,1.53,0.59,0.10,0.26,22.3,0,0,0,2.7,2.7,0.06,+2.3,+2.3,Matches
157,Sam Field\bd8a7d05,eng ENG,MF,West Brom,19,1998,6.0,1,4,1,25.0,0.67,0.17,0.25,1.00,11.6,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
158,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,25,1991,30.7,15,84,37,44.0,2.74,1.21,0.17,0.38,16.5,0,1,1,12.1,11.4,0.14,+2.9,+2.6,Matches
159,Darren Fletcher\184e4970,sct SCO,MF,Stoke City,33,1984,24.7,1,11,2,18.2,0.45,0.08,0.09,0.50,24.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
160,Phil Foden\ed1e53f3,eng ENG,MFFW,Manchester City,17,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
161,José Fonte\90f87966,pt POR,DF,West Ham,33,1983,7.6,0,7,1,14.3,0.92,0.13,0.00,0.00,14.0,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
162,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,29,1988,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
163,Ben Foster\d0b3ceb9,eng ENG,GK,West Brom,34,1983,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
164,Timothy Fosu-Mensah\a9142dc3,nl NED,DF,Crystal Palace,19,1998,17.7,0,8,0,0.0,0.45,0.00,0.00,,26.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
165,Simon Francis\1e0b6a73,eng ENG,DF,Bournemouth,32,1985,30.1,0,13,1,7.7,0.43,0.03,0.00,0.00,19.5,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
166,Ryan Fraser\d56543a0,sct SCO,MFDF,Bournemouth,23,1994,22.3,5,31,13,41.9,1.39,0.58,0.16,0.38,19.2,1,0,0,2.1,2.1,0.07,+2.9,+2.9,Matches
167,Christian Fuchs\a67a09fb,at AUT,DF,Leicester City,31,1986,21.3,0,11,0,0.0,0.52,0.00,0.00,,24.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
168,Jay Fulton\434ad289,sct SCO,MF,Swansea City,23,1994,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
169,Ramiro Funes Mori\89cbc961,ar ARG,DF,Everton,26,1991,1.3,0,1,0,0.0,0.74,0.00,0.00,,15.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
170,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Southampton,25,1991,12.0,5,21,9,42.9,1.75,0.75,0.19,0.44,17.0,0,1,1,2.5,1.7,0.08,+2.5,+2.3,Matches
171,Jesús Gámez\bd1d1cbb,es ESP,DF,Newcastle Utd,32,1985,1.1,0,1,0,0.0,0.92,0.00,0.00,,19.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
172,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Everton,27,1989,30.6,2,23,7,30.4,0.75,0.23,0.09,0.29,24.1,0,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
173,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,26,1990,21.8,6,57,22,38.6,2.62,1.01,0.11,0.27,13.3,4,0,0,9.5,9.5,0.17,-3.5,-3.5,Matches
174,Paulo Gazzaniga\63d17038,ar ARG,GK,Tottenham,25,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
175,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,26,1990,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
176,Kieran Gibbs\46ee5234,eng ENG,DF,West Brom,27,1989,31.4,0,9,1,11.1,0.29,0.03,0.00,0.00,18.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
177,Olivier Giroud\16ceb862,fr FRA,FW,Arsenal,30,1986,4.3,4,18,7,38.9,4.18,1.62,0.22,0.57,9.7,0,0,0,3.4,3.4,0.19,+0.6,+0.6,Matches
178,Olivier Giroud\16ceb862,fr FRA,FW,Chelsea,30,1986,6.8,3,29,8,27.6,4.26,1.17,0.10,0.38,10.6,0,0,0,4.5,4.5,0.16,-1.5,-1.5,Matches
179,Connor Goldson\56f6f826,eng ENG,DF,Brighton,24,1992,2.2,0,3,1,33.3,1.35,0.45,0.00,0.00,6.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
180,Heurelho Gomes\d596e193,br BRA,GK,Watford,36,1981,23.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,20,1997,21.1,0,5,0,0.0,0.24,0.00,0.00,,21.9,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
182,Dan Gosling\7fec31a0,eng ENG,MF,Bournemouth,27,1990,21.6,2,22,8,36.4,1.02,0.37,0.09,0.25,15.5,0,0,0,2.6,2.6,0.12,-0.6,-0.6,Matches
183,Lee Grant\9dab6e3b,eng ENG,GK,Stoke City,34,1983,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
184,Andre Gray\c24dba2a,jm JAM,FW,Watford,26,1991,16.6,5,34,13,38.2,2.04,0.78,0.15,0.38,11.9,0,0,0,7.5,7.5,0.23,-2.5,-2.5,Matches
185,Demarai Gray\4468ec10,eng ENG,MFFW,Leicester City,21,1996,18.9,3,36,9,25.0,1.91,0.48,0.08,0.33,20.5,1,0,0,2.2,2.2,0.06,+0.8,+0.8,Matches
186,Pascal Groß\8aec0537,de GER,MFFW,Brighton,26,1991,32.5,7,43,19,44.2,1.32,0.58,0.14,0.32,20.8,1,1,1,3.6,2.8,0.07,+3.4,+3.2,Matches
187,Marko Grujić\8b8e759d,rs SRB,MF,Liverpool,21,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
188,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,26,1990,16.9,4,34,10,29.4,2.02,0.59,0.09,0.30,18.8,1,1,1,3.6,2.8,0.08,+0.4,+0.2,Matches
189,Florent Hadergjonaj\9aa186b2,xk KVX,DFMF,Huddersfield,23,1994,18.6,0,8,2,25.0,0.43,0.11,0.00,0.00,25.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
190,Massadio Haïdara\5167c97e,ml MLI,MF,Newcastle Utd,24,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
191,Ben Hamer\d822a850,eng ENG,GK,Leicester City,29,1987,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
192,Rekeem Harper\3c066877,eng ENG,MF,West Brom,17,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
193,Joe Hart\cb4f24c6,eng ENG,GK,West Ham,30,1987,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
194,Isaac Hayden\c951a6df,eng ENG,MF,Newcastle Utd,22,1995,15.3,1,14,9,64.3,0.92,0.59,0.07,0.11,20.8,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
195,Eden Hazard\a39bb753,be BEL,FWMF,Chelsea,26,1991,26.9,12,68,34,50.0,2.53,1.26,0.15,0.29,17.0,1,2,2,9.2,7.6,0.11,+2.8,+2.4,Matches
196,Tom Heaton\a6de6361,eng ENG,GK,Burnley,31,1986,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
197,Michael Hefele\91bdc54a,de GER,DF,Huddersfield,26,1990,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
198,Ahmed Hegazi\5540c9dc,eg EGY,DF,West Brom,26,1991,37.6,2,18,4,22.2,0.48,0.11,0.11,0.50,9.9,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
199,Tomer Hemed\27d7453c,il ISR,FW,Brighton,30,1987,9.4,2,17,7,41.2,1.80,0.74,0.12,0.29,14.3,0,0,0,2.2,2.2,0.13,-0.2,-0.2,Matches
200,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,27,1990,24.1,1,15,3,20.0,0.62,0.12,0.07,0.33,22.5,1,0,0,1.0,0.8,0.05,0.0,+0.2,Matches
201,Jeff Hendrick\989d5705,ie IRL,MF,Burnley,25,1992,25.9,2,26,6,23.1,1.00,0.23,0.08,0.33,17.5,0,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
202,Wayne Hennessey\76eca7e2,wls WAL,GK,Crystal Palace,30,1987,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
203,Javier Hernández\189cee7b,mx MEX,FW,West Ham,29,1988,17.2,8,30,16,53.3,1.74,0.93,0.27,0.50,13.5,1,0,0,5.4,5.4,0.18,+2.6,+2.6,Matches
204,Ander Herrera\436a9dd0,es ESP,MF,Manchester Utd,27,1989,14.1,0,12,1,8.3,0.85,0.07,0.00,0.00,22.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
205,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,25,1992,25.7,12,74,34,45.9,2.87,1.32,0.16,0.35,16.0,0,0,0,10.4,10.4,0.14,+1.6,+1.6,Matches
206,Wesley Hoedt\875898c7,nl NED,DF,Southampton,23,1994,28.0,0,16,2,12.5,0.57,0.07,0.00,0.00,14.1,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
207,Jonathan Hogg\9306d5ea,eng ENG,MF,Huddersfield,28,1988,26.6,0,11,2,18.2,0.41,0.08,0.00,0.00,23.3,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
208,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,21,1995,9.1,0,1,0,0.0,0.11,0.00,0.00,,10.0,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
209,José Holebas\12aa7661,gr GRE,DF,Watford,33,1984,26.5,0,17,3,17.6,0.64,0.11,0.00,0.00,25.5,2,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
210,Mason Holgate\d0042ab9,eng ENG,DF,Everton,20,1996,13.2,0,6,1,16.7,0.46,0.08,0.00,0.00,10.6,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
211,Callum Hudson-Odoi\15f3ec41,eng ENG,FW,Chelsea,16,2000,0.3,0,2,1,50.0,6.21,3.10,0.00,0.00,19.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
212,Will Hughes\a0666d3e,eng ENG,MFFW,Watford,22,1995,11.0,2,12,3,25.0,1.09,0.27,0.17,0.67,20.3,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
213,Jordan Hugill\a36d4785,eng ENG,FWDF,West Ham,25,1992,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
214,Uwe Hünemeier\f42456eb,de GER,DF,Brighton,31,1986,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
215,Emerson Hyndman\3be1a627,us USA,MF,Bournemouth,21,1996,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
216,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,21,1995,18.6,0,16,6,37.5,0.86,0.32,0.00,0.00,22.6,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
217,Jordon Ibe\9f736ed2,eng ENG,MFFW,Bournemouth,21,1995,22.2,2,55,15,27.3,2.48,0.68,0.04,0.13,20.7,4,0,0,3.3,3.3,0.06,-1.3,-1.3,Matches
218,Vicente Iborra\ad1ffcfd,es ESP,MF,Leicester City,29,1988,15.7,3,14,4,28.6,0.89,0.26,0.21,0.75,11.6,0,0,0,1.4,1.4,0.10,+1.6,+1.6,Matches
219,Zlatan Ibrahimović\4cde5509,se SWE,MFFW,Manchester Utd,35,1981,1.2,0,4,1,25.0,3.40,0.85,0.00,0.00,16.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
220,Kelechi Iheanacho\c92e1a31,ng NGA,MFFW,Leicester City,20,1996,9.2,3,30,11,36.7,3.25,1.19,0.10,0.27,16.9,0,0,0,3.2,3.2,0.11,-0.2,-0.2,Matches
221,Tom Ince\67d23ab0,eng ENG,MFFW,Huddersfield,25,1992,27.2,2,70,20,28.6,2.57,0.73,0.03,0.10,18.1,3,0,0,6.4,6.4,0.09,-4.4,-4.4,Matches
222,Danny Ings\07802f7f,eng ENG,FWMF,Liverpool,25,1992,3.0,1,8,5,62.5,2.70,1.69,0.13,0.20,11.3,0,0,0,1.5,1.5,0.18,-0.5,-0.5,Matches
223,Stephen Ireland\bcf30f17,ie IRL,MF,Stoke City,30,1986,1.5,0,3,0,0.0,2.06,0.00,0.00,,17.7,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
224,Alex Iwobi\6ca5ec4b,ng NGA,FWMF,Arsenal,21,1996,20.3,3,46,22,47.8,2.26,1.08,0.07,0.14,18.2,0,0,0,3.6,3.6,0.08,-0.6,-0.6,Matches
225,José Izquierdo\ca2bc3df,co COL,MF,Brighton,25,1992,22.0,5,53,16,30.2,2.40,0.73,0.09,0.31,20.1,0,0,0,4.2,4.2,0.08,+0.8,+0.8,Matches
226,Phil Jagielka\3233eefd,eng ENG,DF,Everton,34,1982,22.9,0,7,2,28.6,0.31,0.09,0.00,0.00,12.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
227,Eldin Jakupović\1148323a,ch SUI,GK,Leicester City,32,1984,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
228,Matty James\ebd0a048,eng ENG,MF,Leicester City,26,1991,11.0,0,11,1,9.1,1.00,0.09,0.00,0.00,15.5,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
229,Daryl Janmaat\45da6694,nl NED,DF,Watford,28,1989,20.2,3,24,10,41.7,1.19,0.49,0.13,0.30,20.2,0,0,0,1.5,1.5,0.06,+1.5,+1.5,Matches
230,Vincent Janssen\31dce0c8,nl NED,DF,Tottenham,23,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
231,Jesé\4a537185,es ESP,FWMF,Stoke City,24,1993,6.8,1,13,4,30.8,1.91,0.59,0.08,0.25,17.3,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
232,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,20,1997,18.5,13,55,30,54.5,2.97,1.62,0.24,0.43,11.8,0,0,2,14.6,13.0,0.24,-1.6,0.0,Matches
233,Glen Johnson\8cceca90,eng ENG,DF,Stoke City,32,1984,6.1,0,2,1,50.0,0.33,0.16,0.00,0.00,21.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
234,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,25,1992,21.9,0,2,0,0.0,0.09,0.00,0.00,,18.2,0,0,0,0.4,0.4,0.19,-0.4,-0.4,Matches
235,Joselu\6265208f,es ESP,FW,Newcastle Utd,27,1990,19.0,4,46,16,34.8,2.42,0.84,0.09,0.25,14.9,0,0,1,6.5,5.8,0.13,-2.5,-1.8,Matches
236,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Huddersfield,27,1990,38.0,0,13,3,23.1,0.34,0.08,0.00,0.00,12.3,0,0,0,2.0,2.0,0.16,-2.0,-2.0,Matches
237,Christian Kabasele\914ab9a1,be BEL,DF,Watford,26,1991,25.9,2,10,5,50.0,0.39,0.19,0.20,0.40,9.5,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
238,Younès Kaboul\3680d723,fr FRA,DF,Watford,31,1986,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
239,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,25,1992,14.8,1,13,6,46.2,0.88,0.41,0.08,0.17,10.0,0,0,0,2.0,2.0,0.15,-1.0,-1.0,Matches
240,Sullay Kaikai\fc166e49,sl SLE,MF,Crystal Palace,21,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,24,1993,34.2,30,178,72,40.4,5.21,2.11,0.16,0.39,15.8,9,2,3,25.7,23.4,0.13,+4.3,+4.6,Matches
242,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,26,1991,33.3,1,25,5,20.0,0.75,0.15,0.04,0.20,24.6,0,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
243,Loris Karius\32e7ce92,de GER,GK,Liverpool,24,1993,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
244,Orestis Karnezis\85b011bb,gr GRE,GK,Watford,32,1985,14.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
245,Beram Kayal\26679cdf,il ISR,MF,Brighton,29,1988,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,15.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
246,Michael Keane\c5b7c315,eng ENG,DF,Everton,24,1993,28.4,0,17,1,5.9,0.60,0.04,0.00,0.00,10.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2,Matches
247,Martin Kelly\d7492450,eng ENG,DF,Crystal Palace,27,1990,13.3,0,5,2,40.0,0.38,0.15,0.00,0.00,11.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
248,Kenedy\5eebbfdf,br BRA,MFDF,Newcastle Utd,21,1996,11.4,2,23,5,21.7,2.02,0.44,0.09,0.40,20.7,1,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches
249,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,20,1997,17.7,0,3,1,33.3,0.17,0.06,0.00,0.00,18.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
250,Andy King\d790907f,wls WAL,MF,Leicester City,28,1988,6.0,1,6,2,33.3,1.01,0.34,0.17,0.50,14.2,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
251,Andy King\d790907f,wls WAL,MF,Swansea City,28,1988,7.9,2,8,4,50.0,1.01,0.50,0.25,0.50,19.1,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
252,Joshua King\43458538,no NOR,MFFW,Bournemouth,25,1992,27.3,8,51,20,39.2,1.87,0.73,0.12,0.30,15.4,0,2,2,7.4,5.8,0.11,+0.6,+0.2,Matches
253,Davy Klaassen\15fd5593,nl NED,MFFW,Everton,24,1993,2.8,0,2,2,100.0,0.72,0.72,0.00,0.00,24.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
254,Ragnar Klavan\008a6e6d,ee EST,DF,Liverpool,31,1985,16.1,1,2,1,50.0,0.12,0.06,0.50,1.00,4.9,0,0,0,0.7,0.7,0.34,+0.3,+0.3,Matches
255,Anthony Knockaert\6c679c6d,fr FRA,MFFW,Brighton,25,1991,26.9,3,43,13,30.2,1.60,0.48,0.07,0.23,19.0,0,0,0,4.0,4.0,0.09,-1.0,-1.0,Matches
256,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,24,1993,23.9,2,21,6,28.6,0.88,0.25,0.10,0.33,12.9,0,0,0,2.3,2.3,0.11,-0.3,-0.3,Matches
257,Vincent Kompany\d2bff301,be BEL,DF,Manchester City,31,1986,15.5,1,8,2,25.0,0.52,0.13,0.13,0.50,8.9,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
258,Terence Kongolo\1f9a3a04,nl NED,DF,Huddersfield,23,1994,11.7,0,2,0,0.0,0.17,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
259,Laurent Koscielny\f5efb153,fr FRA,DF,Arsenal,31,1985,24.7,2,9,2,22.2,0.36,0.08,0.22,1.00,8.2,0,0,0,1.9,1.9,0.21,+0.1,+0.1,Matches
260,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,West Ham,27,1989,31.1,2,24,4,16.7,0.77,0.13,0.08,0.50,13.2,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
261,Bojan Krkić\9fa0a0b8,es ESP,FW,Stoke City,26,1990,0.8,0,1,0,0.0,1.27,0.00,0.00,,21.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
262,Grzegorz Krychowiak\580d52dd,pl POL,MF,West Brom,27,1990,18.2,0,17,3,17.6,0.93,0.16,0.00,0.00,22.6,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
263,Rajiv van La Parra\1931bde9,nl NED,FWMF,Huddersfield,26,1991,23.7,3,42,13,31.0,1.77,0.55,0.05,0.15,21.4,0,1,1,3.4,2.6,0.06,-0.4,-0.6,Matches
264,Alexandre Lacazette\9dbb75ca,fr FRA,FW,Arsenal,26,1991,24.5,14,67,34,50.7,2.74,1.39,0.18,0.35,13.4,0,2,2,12.7,11.2,0.17,+1.3,+0.8,Matches
265,Freddie Ladapo\da2b8db3,eng ENG,FW,Crystal Palace,24,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,29,1988,3.4,0,12,0,0.0,3.51,0.00,0.00,,18.5,0,0,0,1.4,1.4,0.11,-1.4,-1.4,Matches
267,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,25,1992,9.4,2,20,6,30.0,2.14,0.64,0.10,0.33,13.4,0,0,0,3.6,3.6,0.18,-1.6,-1.6,Matches
268,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,24,1993,22.7,5,42,16,38.1,1.85,0.71,0.12,0.31,20.7,7,0,1,4.2,3.5,0.08,+0.8,+1.5,Matches
269,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,23,1994,9.0,0,3,0,0.0,0.33,0.00,0.00,,26.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
270,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,23,1993,32.5,3,12,9,75.0,0.37,0.28,0.25,0.33,11.3,0,0,0,0.9,0.9,0.08,+2.1,+2.1,Matches
271,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,26,1991,23.4,0,13,2,15.4,0.56,0.09,0.00,0.00,20.9,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
272,Mario Lemina\2b471f99,ga GAB,MF,Southampton,23,1993,19.1,1,23,5,21.7,1.20,0.26,0.04,0.20,24.5,0,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
273,Aaron Lennon\2ff964a0,eng ENG,FWMF,Everton,30,1987,8.8,0,4,1,25.0,0.45,0.11,0.00,0.00,14.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
274,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,30,1987,12.4,0,10,4,40.0,0.81,0.32,0.00,0.00,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
275,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,23,1994,14.3,0,1,0,0.0,0.07,0.00,0.00,,36.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
276,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,24,1992,20.2,8,57,24,42.1,2.82,1.19,0.14,0.33,16.7,0,0,0,8.4,8.4,0.15,-0.4,-0.4,Matches
